geoid,tract_name,year,pop_under_5,total_pop,pct_under_5
"23019000500","Census Tract 5, Penobscot County","2018",152,3425,"4.437956204379562"
"23019007200","Census Tract 72, Penobscot County","2018",192,3065,"6.2642740619902115"
"23019000600","Census Tract 6, Penobscot County","2018",55,2121,"2.593116454502593"
"23019025500","Census Tract 255, Penobscot County","2018",93,1856,"5.010775862068965"
"23019000700","Census Tract 7, Penobscot County","2018",202,2944,"6.861413043478261"
"23021960600","Census Tract 9606, Piscataquis County","2018",130,2727,"4.767143381004767"
"23021960900","Census Tract 9609, Piscataquis County","2018",58,1331,"4.357625845229151"
"23021960400","Census Tract 9604, Piscataquis County","2018",27,991,"2.7245206861755804"
"23021960700","Census Tract 9607, Piscataquis County","2018",186,4069,"4.571147702138117"
"23021960500","Census Tract 9605, Piscataquis County","2018",79,1680,"4.7023809523809526"
"23021960800","Census Tract 9608, Piscataquis County","2018",174,4028,"4.319761668321748"
"23009965100","Census Tract 9651, Hancock County","2018",77,1950,"3.948717948717949"
"23009966400","Census Tract 9664, Hancock County","2018",60,2394,"2.506265664160401"
"23009966600","Census Tract 9666, Hancock County","2018",206,3099,"6.64730558244595"
"23009965700","Census Tract 9657, Hancock County","2018",121,3085,"3.9222042139384112"
"23001040000","Census Tract 400, Androscoggin County","2018",198,3931,"5.0368862884762144"
"23001041000","Census Tract 410, Androscoggin County","2018",458,5552,"8.249279538904899"
"23001010100","Census Tract 101, Androscoggin County","2018",89,1613,"5.517668939863609"
"23025966200","Census Tract 9662, Somerset County","2018",114,1739,"6.55549166187464"
"23025966300","Census Tract 9663, Somerset County","2018",74,1828,"4.048140043763676"
"23025966400","Census Tract 9664, Somerset County","2018",66,2596,"2.5423728813559325"
"23005001300","Census Tract 13, Cumberland County","2018",55,3161,"1.7399557102182852"
"23005002001","Census Tract 20.01, Cumberland County","2018",148,3612,"4.097452934662237"
"23005002502","Census Tract 25.02, Cumberland County","2018",448,8441,"5.307428029854282"
"23005003400","Census Tract 34, Cumberland County","2018",195,4613,"4.227184045089963"
"23005003500","Census Tract 35, Cumberland County","2018",130,4000,"3.25"
"23005004002","Census Tract 40.02, Cumberland County","2018",385,7476,"5.149812734082397"
"23005004600","Census Tract 46, Cumberland County","2018",190,3746,"5.072076882007474"
"23005004802","Census Tract 48.02, Cumberland County","2018",261,5442,"4.796030871003308"
"23005012000","Census Tract 120, Cumberland County","2018",191,4503,"4.241616699977793"
"23005013000","Census Tract 130, Cumberland County","2018",160,3884,"4.11946446961895"
"23005016000","Census Tract 160, Cumberland County","2018",240,5369,"4.470106165021419"
"23005002002","Census Tract 20.02, Cumberland County","2018",97,2733,"3.549213318697402"
"23005002400","Census Tract 24, Cumberland County","2018",42,1301,"3.2282859338970025"
"23005003200","Census Tract 32, Cumberland County","2018",123,2951,"4.168078617417825"
"23005004001","Census Tract 40.01, Cumberland County","2018",235,3288,"7.147201946472019"
"23005003701","Census Tract 37.01, Cumberland County","2018",154,4195,"3.67103694874851"
"23005004200","Census Tract 42, Cumberland County","2018",456,8270,"5.513905683192261"
"23005001900","Census Tract 19, Cumberland County","2018",129,4239,"3.043170559094126"
"23005002700","Census Tract 27, Cumberland County","2018",437,4836,"9.03639371381307"
"23023970500","Census Tract 9705, Sagadahoc County","2018",267,5247,"5.088622069754145"
"23023970600","Census Tract 9706, Sagadahoc County","2018",297,3073,"9.664822648877319"
"23023970700","Census Tract 9707, Sagadahoc County","2018",202,4308,"4.688950789229341"
"23023990000","Census Tract 9900, Sagadahoc County","2018",0,0,"0"
"23025965301","Census Tract 9653.01, Somerset County","2018",68,954,"7.127882599580712"
"23025965302","Census Tract 9653.02, Somerset County","2018",14,1201,"1.1656952539550374"
"23025965600","Census Tract 9656, Somerset County","2018",45,1975,"2.278481012658228"
"23025965700","Census Tract 9657, Somerset County","2018",136,2946,"4.61642905634759"
"23031005100","Census Tract 51, York County","2018",277,4871,"5.686717306507904"
"23031005200","Census Tract 52, York County","2018",266,4824,"5.514096185737976"
"23031005300","Census Tract 53, York County","2018",610,6884,"8.861127251597908"
"23031037000","Census Tract 370, York County","2018",316,6484,"4.873534855027761"
"23031005400","Census Tract 54, York County","2018",81,2763,"2.9315960912052117"
"23031025201","Census Tract 252.01, York County","2018",135,4765,"2.8331584470094437"
"23031030203","Census Tract 302.03, York County","2018",98,3761,"2.605689976070194"
"23031031000","Census Tract 310, York County","2018",268,6230,"4.301765650080257"
"23031036002","Census Tract 360.02, York County","2018",365,6770,"5.391432791728213"
"23031023000","Census Tract 230, York County","2018",230,2932,"7.844474761255116"
"23031024500","Census Tract 245, York County","2018",219,6470,"3.3848531684698613"
"23031025202","Census Tract 252.02, York County","2018",702,7930,"8.852459016393443"
"23029955500","Census Tract 9555, Washington County","2018",103,2998,"3.4356237491661106"
"23029956100","Census Tract 9561, Washington County","2018",150,2406,"6.234413965087282"
"23029955300","Census Tract 9553, Washington County","2018",105,1455,"7.216494845360824"
"23029955600","Census Tract 9556, Washington County","2018",117,1953,"5.990783410138248"
"23029956500","Census Tract 9565, Washington County","2018",164,3737,"4.388546962804388"
"23029955400","Census Tract 9554, Washington County","2018",61,1393,"4.379038047379756"
"23029956200","Census Tract 9562, Washington County","2018",103,2649,"3.8882597206493017"
"23029956300","Census Tract 9563, Washington County","2018",149,2872,"5.188022284122563"
"23029955700","Census Tract 9557, Washington County","2018",84,1351,"6.217616580310881"
"23029955900","Census Tract 9559, Washington County","2018",109,2733,"3.9882912550311014"
"23029955100","Census Tract 9551, Washington County","2018",140,2767,"5.059631369714492"
"23029956400","Census Tract 9564, Washington County","2018",138,3116,"4.428754813863929"
"23005000100","Census Tract 1, Cumberland County","2018",73,2048,"3.564453125"
"23005001000","Census Tract 10, Cumberland County","2018",157,2986,"5.257870060281313"
"23007971000","Census Tract 9710, Franklin County","2018",192,4485,"4.280936454849498"
"23007971100","Census Tract 9711, Franklin County","2018",194,2992,"6.483957219251336"
"23007971200","Census Tract 9712, Franklin County","2018",405,7600,"5.328947368421052"
"23007971300","Census Tract 9713, Franklin County","2018",188,3983,"4.7200602560883755"
"23007971400","Census Tract 9714, Franklin County","2018",183,4659,"3.9278815196394077"
"23009965503","Census Tract 9655.03, Hancock County","2018",131,3259,"4.019637925744093"
"23009965504","Census Tract 9655.04, Hancock County","2018",256,4711,"5.434090426661006"
"23009966700","Census Tract 9667, Hancock County","2018",222,5779,"3.841495068350926"
"23009990000","Census Tract 9900, Hancock County","2018",0,0,"0"
"23017965500","Census Tract 9655, Oxford County","2018",32,2444,"1.309328968903437"
"23013971100","Census Tract 9711, Knox County","2018",44,1708,"2.576112412177986"
"23015976200","Census Tract 9762, Lincoln County","2018",29,2599,"1.115813774528665"
"23015990000","Census Tract 9900, Lincoln County","2018",0,0,"0"
"23013990000","Census Tract 9900, Knox County","2018",0,0,"0"
"23017965100","Census Tract 9651, Oxford County","2018",53,1167,"4.541559554413025"
"23017965400","Census Tract 9654, Oxford County","2018",63,2991,"2.106318956870612"
"23009966200","Census Tract 9662, Hancock County","2018",73,2011,"3.6300348085529586"
"23009965800","Census Tract 9658, Hancock County","2018",95,2037,"4.66372115856652"
"23017966100","Census Tract 9661, Oxford County","2018",142,2259,"6.285967242142541"
"23017966200","Census Tract 9662, Oxford County","2018",251,5131,"4.891833950496979"
"23017966300","Census Tract 9663, Oxford County","2018",197,3891,"5.062965818555641"
"23017966400","Census Tract 9664, Oxford County","2018",400,6274,"6.375518010838381"
"23017966500","Census Tract 9665, Oxford County","2018",378,4959,"7.6225045372050815"
"23017966600","Census Tract 9666, Oxford County","2018",96,2903,"3.3069238718567"
"23017966700","Census Tract 9667, Oxford County","2018",125,3403,"3.6732295033793707"
"23017966800","Census Tract 9668, Oxford County","2018",130,2667,"4.874390701162355"
"23017966900","Census Tract 9669, Oxford County","2018",150,3287,"4.563431700638881"
"23021960301","Census Tract 9603.01, Piscataquis County","2018",42,1540,"2.727272727272727"
"23019031100","Census Tract 311, Penobscot County","2018",312,6839,"4.562070478140079"
"23019031200","Census Tract 312, Penobscot County","2018",235,4239,"5.543760320830385"
"23019031300","Census Tract 313, Penobscot County","2018",252,5787,"4.354587869362364"
"23019940000","Census Tract 9400, Penobscot County","2018",76,735,"10.340136054421768"
"23021960302","Census Tract 9603.02, Piscataquis County","2018",11,521,"2.111324376199616"
"23023970301","Census Tract 9703.01, Sagadahoc County","2018",142,4580,"3.1004366812227078"
"23023970100","Census Tract 9701, Sagadahoc County","2018",139,3408,"4.078638497652582"
"23023970200","Census Tract 9702, Sagadahoc County","2018",325,6079,"5.346274058233262"
"23023970302","Census Tract 9703.02, Sagadahoc County","2018",231,4183,"5.522352378675591"
"23023970400","Census Tract 9704, Sagadahoc County","2018",181,4399,"4.114571493521255"
"23025966500","Census Tract 9665, Somerset County","2018",149,4683,"3.18172111894085"
"23025966600","Census Tract 9666, Somerset County","2018",219,4310,"5.081206496519722"
"23025966700","Census Tract 9667, Somerset County","2018",209,3971,"5.263157894736842"
"23025966800","Census Tract 9668, Somerset County","2018",389,6583,"5.9091599574662"
"23025966900","Census Tract 9669, Somerset County","2018",150,3263,"4.596996628869139"
"23025967000","Census Tract 9670, Somerset County","2018",50,2183,"2.2904260192395784"
"23027046001","Census Tract 460.01, Waldo County","2018",93,2277,"4.084321475625823"
"23027046002","Census Tract 460.02, Waldo County","2018",307,5210,"5.892514395393475"
"23029990000","Census Tract 9900, Washington County","2018",0,0,"0"
"23031006101","Census Tract 61.01, York County","2018",74,5464,"1.3543191800878478"
"23031006102","Census Tract 61.02, York County","2018",81,3345,"2.4215246636771304"
"23031990100","Census Tract 9901, York County","2018",0,0,"0"
"23001010800","Census Tract 108, Androscoggin County","2018",120,3934,"3.050330452465684"
"23001020500","Census Tract 205, Androscoggin County","2018",306,3763,"8.13180972628222"
"23001010500","Census Tract 105, Androscoggin County","2018",167,1978,"8.442871587462083"
"23001020400","Census Tract 204, Androscoggin County","2018",271,2825,"9.5929203539823"
"23001020800","Census Tract 208, Androscoggin County","2018",410,8078,"5.075513741025006"
"23001010400","Census Tract 104, Androscoggin County","2018",86,2219,"3.875619648490311"
"23001030200","Census Tract 302, Androscoggin County","2018",334,4540,"7.356828193832598"
"23001044000","Census Tract 440, Androscoggin County","2018",163,3143,"5.186127903277124"
"23001046000","Census Tract 460, Androscoggin County","2018",270,4362,"6.189821182943604"
"23001010600","Census Tract 106, Androscoggin County","2018",231,3063,"7.541625857002939"
"23001020100","Census Tract 201, Androscoggin County","2018",134,1068,"12.54681647940075"
"23001043000","Census Tract 430, Androscoggin County","2018",138,2082,"6.628242074927954"
"23001020900","Census Tract 209, Androscoggin County","2018",282,4734,"5.9569074778200255"
"23005002400","Census Tract 24, Cumberland County","2019",26,1274,"2.0408163265306123"
"23005003200","Census Tract 32, Cumberland County","2019",189,2984,"6.333780160857909"
"23005004001","Census Tract 40.01, Cumberland County","2019",222,3223,"6.887992553521564"
"23005003701","Census Tract 37.01, Cumberland County","2019",149,4182,"3.5628885700621713"
"23005004200","Census Tract 42, Cumberland County","2019",494,8447,"5.848230140878418"
"23005001900","Census Tract 19, Cumberland County","2019",112,4164,"2.689721421709894"
"23005002700","Census Tract 27, Cumberland County","2019",636,4912,"12.947882736156352"
"23005011202","Census Tract 112.02, Cumberland County","2019",284,6680,"4.251497005988024"
"23005011300","Census Tract 113, Cumberland County","2019",92,2606,"3.5303146584804295"
"23005002900","Census Tract 29, Cumberland County","2019",172,6841,"2.514252302294986"
"23005011201","Census Tract 112.01, Cumberland County","2019",403,6958,"5.7918942224777235"
"23005000300","Census Tract 3, Cumberland County","2019",68,2711,"2.5082995204721503"
"23005002101","Census Tract 21.01, Cumberland County","2019",293,5817,"5.036960632628502"
"23005002102","Census Tract 21.02, Cumberland County","2019",645,6094,"10.58418116179849"
"23005002300","Census Tract 23, Cumberland County","2019",322,3349,"9.61481039116154"
"23005003702","Census Tract 37.02, Cumberland County","2019",284,5093,"5.576281170233654"
"23005004402","Census Tract 44.02, Cumberland County","2019",201,3531,"5.692438402718777"
"23005004803","Census Tract 48.03, Cumberland County","2019",292,5901,"4.948313845110998"
"23005001100","Census Tract 11, Cumberland County","2019",42,2732,"1.5373352855051245"
"23005001700","Census Tract 17, Cumberland County","2019",223,4606,"4.841511072514112"
"23005001800","Census Tract 18, Cumberland County","2019",133,3556,"3.740157480314961"
"23005000500","Census Tract 5, Cumberland County","2019",72,2233,"3.2243618450515004"
"23005002501","Census Tract 25.01, Cumberland County","2019",115,3560,"3.2303370786516856"
"23005002800","Census Tract 28, Cumberland County","2019",110,3006,"3.6593479707252166"
"23005003000","Census Tract 30, Cumberland County","2019",86,6691,"1.2853086235241369"
"23005015000","Census Tract 150, Cumberland County","2019",43,2795,"1.5384615384615385"
"23005001200","Census Tract 12, Cumberland County","2019",141,1525,"9.245901639344261"
"23005001500","Census Tract 15, Cumberland County","2019",116,3588,"3.2329988851727984"
"23005002200","Census Tract 22, Cumberland County","2019",176,4881,"3.605818479819709"
"23005002600","Census Tract 26, Cumberland County","2019",193,3874,"4.981930820856995"
"23005003100","Census Tract 31, Cumberland County","2019",220,3801,"5.787950539331755"
"23005004401","Census Tract 44.01, Cumberland County","2019",89,4998,"1.7807122849139656"
"23005011100","Census Tract 111, Cumberland County","2019",314,4273,"7.3484671191200555"
"23005011500","Census Tract 115, Cumberland County","2019",445,7373,"6.03553506035535"
"23009965700","Census Tract 9657, Hancock County","2019",155,2960,"5.236486486486487"
"23001040000","Census Tract 400, Androscoggin County","2019",201,3944,"5.096348884381339"
"23001041000","Census Tract 410, Androscoggin County","2019",539,5588,"9.645669291338582"
"23001010100","Census Tract 101, Androscoggin County","2019",75,1590,"4.716981132075472"
"23025966200","Census Tract 9662, Somerset County","2019",95,1698,"5.5948174322732624"
"23025966300","Census Tract 9663, Somerset County","2019",55,1705,"3.225806451612903"
"23025966400","Census Tract 9664, Somerset County","2019",92,2633,"3.4941131788834032"
"23025966500","Census Tract 9665, Somerset County","2019",128,4651,"2.752096323371318"
"23025966600","Census Tract 9666, Somerset County","2019",240,4162,"5.766458433445458"
"23025966700","Census Tract 9667, Somerset County","2019",217,4098,"5.29526598340654"
"23025966800","Census Tract 9668, Somerset County","2019",340,6557,"5.185298154643892"
"23005000600","Census Tract 6, Cumberland County","2019",190,3199,"5.939356048765239"
"23005004801","Census Tract 48.01, Cumberland County","2019",441,6984,"6.314432989690721"
"23005003300","Census Tract 33, Cumberland County","2019",136,3392,"4.009433962264151"
"23005016500","Census Tract 165, Cumberland County","2019",119,3106,"3.831294269156471"
"23005000200","Census Tract 2, Cumberland County","2019",126,2603,"4.840568574721475"
"23005004100","Census Tract 41, Cumberland County","2019",528,6756,"7.8152753108348145"
"23013970300","Census Tract 9703, Knox County","2019",405,7417,"5.460428744775515"
"23027044000","Census Tract 440, Waldo County","2019",118,4548,"2.594547053649956"
"23027043000","Census Tract 430, Waldo County","2019",294,6688,"4.395933014354067"
"23027045000","Census Tract 450, Waldo County","2019",291,6063,"4.799604156358239"
"23005014000","Census Tract 140, Cumberland County","2019",232,3957,"5.863027546120798"
"23023970600","Census Tract 9706, Sagadahoc County","2019",255,3229,"7.897181790027872"
"23023970700","Census Tract 9707, Sagadahoc County","2019",219,4317,"5.072967338429465"
"23023990000","Census Tract 9900, Sagadahoc County","2019",0,0,"0"
"23025965301","Census Tract 9653.01, Somerset County","2019",52,955,"5.445026178010471"
"23025965302","Census Tract 9653.02, Somerset County","2019",11,1231,"0.8935824532900082"
"23025965600","Census Tract 9656, Somerset County","2019",50,1921,"2.6028110359187924"
"23025965700","Census Tract 9657, Somerset County","2019",167,2883,"5.792577176552203"
"23025965800","Census Tract 9658, Somerset County","2019",114,2942,"3.8749150237933376"
"23025965900","Census Tract 9659, Somerset County","2019",75,1649,"4.548211036992116"
"23025966000","Census Tract 9660, Somerset County","2019",186,4006,"4.643035446829756"
"23025966100","Census Tract 9661, Somerset County","2019",303,3928,"7.713849287169043"
"23031030300","Census Tract 303, York County","2019",114,3536,"3.2239819004524892"
"23031032000","Census Tract 320, York County","2019",427,7683,"5.557724847064948"
"23031033000","Census Tract 330, York County","2019",161,4697,"3.427719821162444"
"23031036001","Census Tract 360.01, York County","2019",80,5988,"1.3360053440213762"
"23031038002","Census Tract 380.02, York County","2019",136,3380,"4.023668639053255"
"23031023500","Census Tract 235, York County","2019",261,6710,"3.889716840536513"
"23031030100","Census Tract 301, York County","2019",316,4344,"7.274401473296501"
"23031030201","Census Tract 302.01, York County","2019",241,3465,"6.955266955266954"
"23031034002","Census Tract 340.02, York County","2019",436,5452,"7.997065297138664"
"23031035000","Census Tract 350, York County","2019",451,7470,"6.037483266398929"
"23031021000","Census Tract 210, York County","2019",116,4607,"2.5179075320164968"
"23031022500","Census Tract 225, York County","2019",151,3295,"4.582701062215478"
"23031026000","Census Tract 260, York County","2019",293,4277,"6.85059621229834"
"23031028001","Census Tract 280.01, York County","2019",106,3567,"2.971684889262686"
"23031030202","Census Tract 302.02, York County","2019",442,6083,"7.266151569949038"
"23031028002","Census Tract 280.02, York County","2019",169,7857,"2.1509481990581647"
"23031020000","Census Tract 200, York County","2019",319,8243,"3.8699502608273684"
"23031034001","Census Tract 340.01, York County","2019",292,5944,"4.912516823687752"
"23031038001","Census Tract 380.01, York County","2019",442,6351,"6.959533931664305"
"23011011000","Census Tract 110, Kennebec County","2019",282,4113,"6.856309263311451"
"23011018000","Census Tract 180, Kennebec County","2019",177,4341,"4.077401520387007"
"23011010801","Census Tract 108.01, Kennebec County","2019",130,2543,"5.112072355485647"
"23011010100","Census Tract 101, Kennebec County","2019",160,4888,"3.273322422258593"
"23011010200","Census Tract 102, Kennebec County","2019",257,3344,"7.685406698564594"
"23011017000","Census Tract 170, Kennebec County","2019",169,4360,"3.876146788990826"
"23011023001","Census Tract 230.01, Kennebec County","2019",255,3619,"7.046145344017685"
"23011023002","Census Tract 230.02, Kennebec County","2019",213,3983,"5.3477278433341695"
"23011024102","Census Tract 241.02, Kennebec County","2019",214,5213,"4.105121810857472"
"23011025000","Census Tract 250, Kennebec County","2019",322,6274,"5.132291998724896"
"23011020000","Census Tract 200, Kennebec County","2019",306,4261,"7.181412813893452"
"23015975300","Census Tract 9753, Lincoln County","2019",142,3750,"3.7866666666666666"
"23015975500","Census Tract 9755, Lincoln County","2019",202,6030,"3.3499170812603647"
"23015975800","Census Tract 9758, Lincoln County","2019",38,3123,"1.2167787383925712"
"23015975200","Census Tract 9752, Lincoln County","2019",199,5009,"3.9728488720303456"
"23015975600","Census Tract 9756, Lincoln County","2019",205,3589,"5.711897464474784"
"23025967000","Census Tract 9670, Somerset County","2019",77,2257,"3.4116083296411164"
"23027046001","Census Tract 460.01, Waldo County","2019",62,2241,"2.7666220437304774"
"23027046002","Census Tract 460.02, Waldo County","2019",341,5171,"6.59446915490234"
"23029990000","Census Tract 9900, Washington County","2019",0,0,"0"
"23031006101","Census Tract 61.01, York County","2019",67,5655,"1.1847922192749778"
"23031006102","Census Tract 61.02, York County","2019",64,3207,"1.995634549423137"
"23031990100","Census Tract 9901, York County","2019",0,0,"0"
"23001010800","Census Tract 108, Androscoggin County","2019",135,4057,"3.327581957111166"
"23001020500","Census Tract 205, Androscoggin County","2019",316,3651,"8.655162969049575"
"23001010500","Census Tract 105, Androscoggin County","2019",161,1963,"8.201732042791646"
"23001020400","Census Tract 204, Androscoggin County","2019",314,2828,"11.103253182461103"
"23001020800","Census Tract 208, Androscoggin County","2019",384,8121,"4.728481714074621"
"23001010400","Census Tract 104, Androscoggin County","2019",138,2274,"6.068601583113456"
"23001030200","Census Tract 302, Androscoggin County","2019",337,4425,"7.6158192090395485"
"23001044000","Census Tract 440, Androscoggin County","2019",134,3156,"4.245880861850444"
"23001046000","Census Tract 460, Androscoggin County","2019",247,4342,"5.688622754491018"
"23001010600","Census Tract 106, Androscoggin County","2019",233,3091,"7.538013587835652"
"23001020100","Census Tract 201, Androscoggin County","2019",103,1201,"8.576186511240632"
"23001043000","Census Tract 430, Androscoggin County","2019",143,2066,"6.9215876089060995"
"23001020900","Census Tract 209, Androscoggin County","2019",250,4575,"5.46448087431694"
"23025966900","Census Tract 9669, Somerset County","2019",151,3244,"4.654747225647348"
"23009965900","Census Tract 9659, Hancock County","2019",228,5470,"4.16819012797075"
"23009966000","Census Tract 9660, Hancock County","2019",39,1754,"2.2234891676168758"
"23009966100","Census Tract 9661, Hancock County","2019",76,1625,"4.676923076923077"
"23009965300","Census Tract 9653, Hancock County","2019",364,4916,"7.404393816110659"
"23009966500","Census Tract 9665, Hancock County","2019",101,2901,"3.4815580834195106"
"23009965200","Census Tract 9652, Hancock County","2019",91,2589,"3.5148706064117423"
"23009965400","Census Tract 9654, Hancock County","2019",102,2684,"3.8002980625931446"
"23009966300","Census Tract 9663, Hancock County","2019",202,4372,"4.620311070448308"
"23019003000","Census Tract 30, Penobscot County","2019",123,3671,"3.350585671479161"
"23019004300","Census Tract 43, Penobscot County","2019",238,4490,"5.3006681514476615"
"23019012000","Census Tract 120, Penobscot County","2019",48,1584,"3.0303030303030303"
"23019013000","Census Tract 130, Penobscot County","2019",149,3257,"4.574762050967148"
"23019000400","Census Tract 4, Penobscot County","2019",147,2243,"6.553722692822113"
"23019029000","Census Tract 290, Penobscot County","2019",105,1801,"5.830094392004441"
"23019031000","Census Tract 310, Penobscot County","2019",85,1682,"5.053507728894173"
"23019005000","Census Tract 50, Penobscot County","2019",114,1999,"5.702851425712856"
"23019006200","Census Tract 62, Penobscot County","2019",116,3090,"3.7540453074433655"
"23019018000","Census Tract 180, Penobscot County","2019",236,2974,"7.935440484196368"
"23019024500","Census Tract 245, Penobscot County","2019",73,2299,"3.1752936059156154"
"23019026500","Census Tract 265, Penobscot County","2019",45,1966,"2.2889114954221768"
"23019028000","Census Tract 280, Penobscot County","2019",42,1442,"2.912621359223301"
"23019028500","Census Tract 285, Penobscot County","2019",27,1394,"1.9368723098995695"
"23019002000","Census Tract 20, Penobscot County","2019",269,7352,"3.658868335146899"
"23031022000","Census Tract 220, York County","2019",203,3815,"5.321100917431193"
"23031025100","Census Tract 251, York County","2019",143,3623,"3.947005244272702"
"23031025300","Census Tract 253, York County","2019",85,3103,"2.7392845633258136"
"23031025400","Census Tract 254, York County","2019",8,2081,"0.3844305622296973"
"23031027000","Census Tract 270, York County","2019",114,3596,"3.170189098998888"
"23031029000","Census Tract 290, York County","2019",137,3115,"4.398073836276083"
"23031024000","Census Tract 240, York County","2019",550,7846,"7.009941371399439"
"23019010000","Census Tract 100, Penobscot County","2019",436,5896,"7.3948439620081405"
"23019015500","Census Tract 155, Penobscot County","2019",62,2115,"2.931442080378251"
"23019030000","Census Tract 300, Penobscot County","2019",151,4287,"3.522276650338232"
"23019000900","Census Tract 9, Penobscot County","2019",424,6735,"6.29547141796585"
"23019006100","Census Tract 61, Penobscot County","2019",45,2993,"1.5035081857667891"
"23019012500","Census Tract 125, Penobscot County","2019",127,2501,"5.07796881247501"
"23019015000","Census Tract 150, Penobscot County","2019",150,3725,"4.026845637583892"
"23019020500","Census Tract 205, Penobscot County","2019",120,2564,"4.6801872074882995"
"23019004100","Census Tract 41, Penobscot County","2019",115,1910,"6.020942408376963"
"23019006300","Census Tract 63, Penobscot County","2019",14,4693,"0.2983166418069465"
"23019007100","Census Tract 71, Penobscot County","2019",229,4551,"5.031861129422105"
"23019013500","Census Tract 135, Penobscot County","2019",101,2610,"3.8697318007662838"
"23019022500","Census Tract 225, Penobscot County","2019",126,1955,"6.445012787723785"
"23019027000","Census Tract 270, Penobscot County","2019",266,4919,"5.407603171376296"
"23005004501","Census Tract 45.01, Cumberland County","2019",199,3463,"5.746462604678025"
"23005004502","Census Tract 45.02, Cumberland County","2019",217,4976,"4.360932475884245"
"23015975700","Census Tract 9757, Lincoln County","2019",15,909,"1.65016501650165"
"23015975100","Census Tract 9751, Lincoln County","2019",386,5558,"6.944944224541202"
"23005004701","Census Tract 47.01, Cumberland County","2019",48,2212,"2.1699819168173597"
"23005004702","Census Tract 47.02, Cumberland County","2019",384,5905,"6.502963590177815"
"23005017001","Census Tract 170.01, Cumberland County","2019",252,6420,"3.925233644859813"
"23005017002","Census Tract 170.02, Cumberland County","2019",99,3699,"2.67639902676399"
"23005017101","Census Tract 171.01, Cumberland County","2019",34,2095,"1.6229116945107398"
"23005017102","Census Tract 171.02, Cumberland County","2019",86,2803,"3.068141277202997"
"23005017301","Census Tract 173.01, Cumberland County","2019",395,9283,"4.2550899493698155"
"23005017303","Census Tract 173.03, Cumberland County","2019",195,4858,"4.013997529847674"
"23015975400","Census Tract 9754, Lincoln County","2019",137,3735,"3.6680053547523426"
"23027047000","Census Tract 470, Waldo County","2019",246,4738,"5.19206416209371"
"23027041000","Census Tract 410, Waldo County","2019",279,3931,"7.097430679216485"
"23027042000","Census Tract 420, Waldo County","2019",164,6159,"2.6627699301834715"
"23017965600","Census Tract 9656, Oxford County","2019",112,3335,"3.3583208395802098"
"23017965700","Census Tract 9657, Oxford County","2019",85,2810,"3.0249110320284696"
"23017965800","Census Tract 9658, Oxford County","2019",199,3653,"5.44757733369833"
"23017965900","Census Tract 9659, Oxford County","2019",105,3053,"3.4392400917130694"
"23017966000","Census Tract 9660, Oxford County","2019",95,3048,"3.1167979002624673"
"23011013000","Census Tract 130, Kennebec County","2019",239,4100,"5.829268292682928"
"23011015000","Census Tract 150, Kennebec County","2019",114,2556,"4.460093896713615"
"23011016000","Census Tract 160, Kennebec County","2019",138,3150,"4.380952380952381"
"23011020500","Census Tract 205, Kennebec County","2019",129,2265,"5.695364238410596"
"23011024101","Census Tract 241.01, Kennebec County","2019",197,4214,"4.674893213099193"
"23011022000","Census Tract 220, Kennebec County","2019",109,2709,"4.023624953857512"
"23011024200","Census Tract 242, Kennebec County","2019",36,7150,"0.5034965034965035"
"23011010400","Census Tract 104, Kennebec County","2019",181,2530,"7.154150197628459"
"23011014500","Census Tract 145, Kennebec County","2019",75,2184,"3.4340659340659343"
"23011021000","Census Tract 210, Kennebec County","2019",55,3367,"1.6335016335016335"
"23011010500","Census Tract 105, Kennebec County","2019",269,4521,"5.9500110595001106"
"23011010300","Census Tract 103, Kennebec County","2019",105,3322,"3.160746538229982"
"23011010600","Census Tract 106, Kennebec County","2019",426,7319,"5.820467276950403"
"23011012000","Census Tract 120, Kennebec County","2019",176,3626,"4.853833425261997"
"23011015500","Census Tract 155, Kennebec County","2019",181,2936,"6.1648501362397825"
"23011019000","Census Tract 190, Kennebec County","2019",92,2592,"3.5493827160493825"
"23011010700","Census Tract 107, Kennebec County","2019",201,2445,"8.220858895705522"
"23011010900","Census Tract 109, Kennebec County","2019",109,1544,"7.0595854922279795"
"23011010802","Census Tract 108.02, Kennebec County","2019",362,6301,"5.7451198222504365"
"23011014000","Census Tract 140, Kennebec County","2019",234,5983,"3.9110813972923286"
"23001010300","Census Tract 103, Androscoggin County","2019",207,2521,"8.211027370091234"
"23001020600","Census Tract 206, Androscoggin County","2019",120,2644,"4.53857791225416"
"23001020700","Census Tract 207, Androscoggin County","2019",291,5585,"5.210384959713518"
"23001042000","Census Tract 420, Androscoggin County","2019",265,5784,"4.581604426002766"
"23001045000","Census Tract 450, Androscoggin County","2019",152,2215,"6.8623024830699775"
"23001046500","Census Tract 465, Androscoggin County","2019",283,6752,"4.1913507109004735"
"23001020200","Census Tract 202, Androscoggin County","2019",80,1262,"6.3391442155309035"
"23001020300","Census Tract 203, Androscoggin County","2019",276,6228,"4.431599229287091"
"23001010700","Census Tract 107, Androscoggin County","2019",183,3167,"5.778339122197663"
"23001030100","Census Tract 301, Androscoggin County","2019",325,4481,"7.252845347020755"
"23001041500","Census Tract 415, Androscoggin County","2019",272,5567,"4.885934973953655"
